time,seconds_elapsed,z,y,x
1767621245461099000,0.10909912109375,0.001832595793530345,0.0012217304902151227,0.001832595793530345
1767621245501207800,0.149207763671875,-0.0006108652451075613,-0.0006108652451075613,0.0006108652451075613
1767621245541316400,0.18931640625,-0.001832595793530345,0.0006108652451075613,0.003054326167330146
1767621245581429500,0.229429443359375,-0.001832595793530345,0.003054326167330146,0.00427605677396059
1767621245621544400,0.26954443359375,0.0006108652451075613,0.0006108652451075613,0.003054326167330146
1767621245661663000,0.3096630859375,0.0012217304902151227,-0.001832595793530345,0.0012217304902151227
1767621245701786000,0.3497861328125,-0.0006108652451075613,0.0024434609804302454,0.003054326167330146
1767621245741910800,0.389910888671875,0.0006108652451075613,0.0006108652451075613,0.0012217304902151227
1767621245782026200,0.430026123046875,-0.001832595793530345,0.001832595793530345,-0.0006108652451075613
1767621245822142000,0.470141845703125,-0.0012217304902151227,0.0006108652451075613,0.0012217304902151227
1767621245862252000,0.510251953125,-0.001832595793530345,0.00366519158706069,0.004886921960860491
1767621245902361300,0.550361328125,0.0012217304902151227,0,0.003054326167330146
1767621245942477300,0.590477294921875,-0.0012217304902151227,0.0006108652451075613,0.001832595793530345
1767621245982599400,0.630599365234375,0,0.0012217304902151227,0.0012217304902151227
1767621246022717000,0.670717041015625,-0.0006108652451075613,-0.0006108652451075613,0.0024434609804302454
1767621246062831600,0.71083154296875,-0.0012217304902151227,0.001832595793530345,0.001832595793530345
1767621246102928000,0.750927978515625,0.0012217304902151227,-0.0006108652451075613,0.004886921960860491
1767621246143047400,0.79104736328125,0.0012217304902151227,0.0012217304902151227,0
1767621246183168000,0.83116796875,0.0006108652451075613,0,0.003054326167330146
1767621246223293400,0.87129345703125,-0.0012217304902151227,0.001832595793530345,0.0024434609804302454
1767621246263416000,0.911416015625,-0.0006108652451075613,0,0.0024434609804302454
1767621246303532500,0.951532470703125,-0.0012217304902151227,0.0024434609804302454,0.0024434609804302454
1767621246343653600,0.991653564453125,0.001832595793530345,0.001832595793530345,0.0024434609804302454
1767621246383785000,1.031784912109375,-0.0012217304902151227,0.0006108652451075613,0.001832595793530345
1767621246403890400,1.051890380859375,0.0012217304902151227,0,0.0006108652451075613
1767621246423915500,1.07191552734375,0,0.0006108652451075613,0.003054326167330146
1767621246464041000,1.112041015625,0.0006108652451075613,0.001832595793530345,0.00427605677396059
1767621246504158700,1.15215869140625,-0.0006108652451075613,0.0012217304902151227,0.0024434609804302454
1767621246544277200,1.19227734375,-0.0012217304902151227,0.001832595793530345,0.001832595793530345
1767621246564382700,1.2123828125,0,0.0012217304902151227,0.003054326167330146
1767621246584403500,1.232403564453125,0.003054326167330146,0.003054326167330146,0.004886921960860491
1767621246624522200,1.272522216796875,-0.0012217304902151227,0.001832595793530345,0.00366519158706069
1767621246664647000,1.31264697265625,-0.0006108652451075613,0.0006108652451075613,0.0024434609804302454
1767621246704769800,1.352769775390625,0,-0.0012217304902151227,0.001832595793530345
1767621246744888300,1.392888427734375,-0.0006108652451075613,0,0.00427605677396059
1767621246785005600,1.433005615234375,-0.001832595793530345,0.0024434609804302454,0.0024434609804302454
1767621246825118200,1.4731181640625,0.0006108652451075613,-0.0006108652451075613,0.001832595793530345
1767621246865238300,1.51323828125,-0.0024434609804302454,-0.0006108652451075613,0.0024434609804302454
1767621246905366300,1.5533662109375,0.0012217304902151227,0,0.0024434609804302454
1767621246945477400,1.593477294921875,-0.0024434609804302454,0.0012217304902151227,0.001832595793530345
1767621246985595000,1.633594970703125,0.0006108652451075613,0.001832595793530345,0.0024434609804302454
1767621247025708500,1.67370849609375,0,0.0012217304902151227,0.0024434609804302454
1767621247065824800,1.71382470703125,-0.0012217304902151227,0.0012217304902151227,0.0012217304902151227
1767621247105948200,1.7539482421875,0,0.001832595793530345,0.003054326167330146
1767621247126048500,1.774048583984375,0.0012217304902151227,0.0006108652451075613,0.00366519158706069
1767621247146068500,1.794068359375,-0.0012217304902151227,-0.0012217304902151227,-0.0006108652451075613
1767621247186189000,1.83418896484375,0.0006108652451075613,0.0006108652451075613,0.0024434609804302454
1767621247226313200,1.874313232421875,0.0012217304902151227,0,0.0006108652451075613
1767621247266441500,1.91444140625,0.003054326167330146,0.0024434609804302454,0.0012217304902151227
1767621247306568200,1.954568115234375,-0.0006108652451075613,0.0012217304902151227,0.0024434609804302454
1767621247346696700,1.99469677734375,-0.001832595793530345,0.0006108652451075613,0
1767621247386813700,2.034813720703125,-0.0012217304902151227,-0.0012217304902151227,0.0012217304902151227
1767621247426930000,2.074929931640625,-0.0024434609804302454,-0.0012217304902151227,-0.0006108652451075613
1767621247467047000,2.115046875,0,-0.0012217304902151227,-0.003054326167330146
1767621247507158800,2.15515869140625,0,-0.0012217304902151227,-0.0012217304902151227
1767621247547275800,2.19527587890625,-0.003054326167330146,0,-0.0006108652451075613
1767621247587405800,2.23540576171875,-0.0006108652451075613,-0.0006108652451075613,0.0012217304902151227
